"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
567685,"Volker Paix",67205777,67207119,"http://de.wikipedia.org/w/index.php?diff=67207119&oldid=67205777","regular",4,4,"2009-11-24T12:53:11Z","vereinfacht, doppelte Links entf.",4895818,"RTOSVisor"
567687,"89.202.163.174",67562925,67562994,"http://de.wikipedia.org/w/index.php?diff=67562994&oldid=67562925","regular",4,4,"2009-12-03T13:40:31Z","/* Rolf und seine Freunde */",310750,"Rolf Zuckowski"
567688,"62.203.224.247",66894324,67151354,"http://de.wikipedia.org/w/index.php?diff=67151354&oldid=66894324","vandalism",3,5,"2009-11-23T06:48:36Z",,988303,"Survivor Series"
567689,"77.25.227.59",66678632,67055763,"http://de.wikipedia.org/w/index.php?diff=67055763&oldid=66678632","regular",3,4,"2009-11-20T18:10:58Z",,1265664,"Lebenserwartung"
567730,"Nobart",67646467,67646767,"http://de.wikipedia.org/w/index.php?diff=67646767&oldid=67646467","regular",3,4,"2009-12-05T18:15:13Z","/* Weblinks */ IMDb-fix",4934541,"Nonna Wiktorowna Mordjukowa"
567731,"Geos",67211113,67212973,"http://de.wikipedia.org/w/index.php?diff=67212973&oldid=67211113","regular",4,4,"2009-11-24T15:00:36Z",,116114,"Verbandsgemeinde Altenkirchen (Westerwald)"
567732,"Jesusfreund",66995135,67017638,"http://de.wikipedia.org/w/index.php?diff=67017638&oldid=66995135","regular",4,4,"2009-11-19T17:52:14Z","zum Abchluss: gestrafft, Typos raus, Refs richtig formatiert, Forderung politischer Konsequenzen raus, da für Aktualität des Vorwurfs irrelevant",1443489,"Damaskusaffäre"
567735,"Saltose",66652189,67110157,"http://de.wikipedia.org/w/index.php?diff=67110157&oldid=66652189","regular",4,4,"2009-11-22T09:10:54Z","/* Weblinks */",2849567,"Cazzo Film"
567736,"88.117.24.137",63715240,67668753,"http://de.wikipedia.org/w/index.php?diff=67668753&oldid=63715240","vandalism",23,25,"2009-12-06T12:07:28Z","/* Weblinks */",1297731,"Les Humphries"
567737,"Muck",67376223,67376342,"http://de.wikipedia.org/w/index.php?diff=67376342&oldid=67376223","regular",4,4,"2009-11-28T17:44:24Z","/* Künstliche Mumien */",3280,"Mumie"
567738,"Friedjof",67272357,67280910,"http://de.wikipedia.org/w/index.php?diff=67280910&oldid=67272357","regular",4,4,"2009-11-26T09:15:51Z",,4929713,"Benutzer:Friedjof/Klimzug-Nord"
567739,"217.238.93.13",67320574,67320666,"http://de.wikipedia.org/w/index.php?diff=67320666&oldid=67320574","regular",4,4,"2009-11-27T09:28:34Z","/* Singles */",3649107,"Demi Lovato"
567770,"Kaiser von Europa",67132539,67132646,"http://de.wikipedia.org/w/index.php?diff=67132646&oldid=67132539","regular",4,4,"2009-11-22T17:42:29Z","/* Vorgeschichte */",14879,"Oder-Neiße-Grenze"
567772,"Katanga",67457609,67584117,"http://de.wikipedia.org/w/index.php?diff=67584117&oldid=67457609","regular",4,4,"2009-12-03T22:26:02Z","/* Bekannte Mitglieder */",277869,"Corps Borussia Tübingen"
567773,"62.159.241.121",67268123,67567704,"http://de.wikipedia.org/w/index.php?diff=67567704&oldid=67268123","regular",3,4,"2009-12-03T15:42:30Z","/* Andere regional begrenzte Festtage */",51682,"Feiertage in Deutschland"
567774,"Gerdl",67130957,67134674,"http://de.wikipedia.org/w/index.php?diff=67134674&oldid=67130957","regular",4,4,"2009-11-22T18:28:19Z","Weinbau",4038933,"Thasos (antike Stadt)"
567775,"Alinea",67610595,67678374,"http://de.wikipedia.org/w/index.php?diff=67678374&oldid=67610595","regular",4,4,"2009-12-06T15:56:35Z","+ Bild",4877145,"Sieg über die Sonne (Oper)"
567776,"A.Savin",67553398,67553421,"http://de.wikipedia.org/w/index.php?diff=67553421&oldid=67553398","regular",4,4,"2009-12-03T09:43:12Z","Änderungen von [[Special:Contributions/62.226.243.196|62.226.243.196]] ([[User talk:62.226.243.196|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Hardenacke|Hardenacke]] wiederhergestellt",146807,"Freier Fall"
567777,"79.228.60.37",58938131,67246513,"http://de.wikipedia.org/w/index.php?diff=67246513&oldid=58938131","regular",3,4,"2009-11-25T11:53:32Z","/* Geschichte */",2231011,"BA-X"
567779,"136.172.75.172",65410265,67292919,"http://de.wikipedia.org/w/index.php?diff=67292919&oldid=65410265","vandalism",3,4,"2009-11-26T15:01:17Z","/* Söhne und Töchter der Stadt */",314321,"Harzgerode"
567800,"Toto",67195655,67195999,"http://de.wikipedia.org/w/index.php?diff=67195999&oldid=67195655","regular",4,4,"2009-11-24T06:42:07Z","Änderungen von [[Special:Contributions/84.58.137.198|84.58.137.198]] ([[User talk:84.58.137.198|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Peter Putzer|Peter Putzer]] wiederhergestellt",37397,"Doktor"
567801,"Jwnabd",67656406,67665987,"http://de.wikipedia.org/w/index.php?diff=67665987&oldid=67656406","regular",4,4,"2009-12-06T10:44:35Z","wikify",4934737,"Reichsforschungssiedlung Haselhorst"
567802,"€pa",65847674,67671329,"http://de.wikipedia.org/w/index.php?diff=67671329&oldid=65847674","regular",4,4,"2009-12-06T13:16:50Z","/* Regeln des Frauentausches */ Links",1614830,"Frauentausch"
567803,"190.71.169.87",53914138,67313701,"http://de.wikipedia.org/w/index.php?diff=67313701&oldid=53914138","regular",4,4,"2009-11-27T00:58:25Z",,3436136,"Steve Fuller"
567804,"Elmar Nolte",67573010,67573247,"http://de.wikipedia.org/w/index.php?diff=67573247&oldid=67573010","regular",4,4,"2009-12-03T18:03:28Z",,4929946,"Volmestein"
567805,"Felistoria",67030886,67030908,"http://de.wikipedia.org/w/index.php?diff=67030908&oldid=67030886","regular",4,4,"2009-11-20T00:30:57Z","Änderung 67030886 von [[Special:Contributions/84.160.202.133|84.160.202.133]] wurde rückgängig gemacht.: irrelevant hier, sorry",4894091,"An Wasserflüssen Babylon"
567807,"Zaccarias",67385719,67390072,"http://de.wikipedia.org/w/index.php?diff=67390072&oldid=67385719","regular",4,4,"2009-11-29T00:32:21Z","+ Bild",4249498,"Begram"
567809,"Engelbaet",67122335,67122588,"http://de.wikipedia.org/w/index.php?diff=67122588&oldid=67122335","regular",4,4,"2009-11-22T14:18:36Z",,4899722,"Richard Howell"
567830,"Badehaubendealer",66061328,67160958,"http://de.wikipedia.org/w/index.php?diff=67160958&oldid=66061328","regular",4,4,"2009-11-23T11:55:05Z","/* Erste Runde */",1311963,"UEFA Champions League 2004/05"
567831,"Merlissimo",67194670,67194707,"http://de.wikipedia.org/w/index.php?diff=67194707&oldid=67194670","regular",4,4,"2009-11-24T04:40:07Z","Änderungen von [[Special:Contributions/200.94.141.5|200.94.141.5]] ([[User talk:200.94.141.5|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Sebbot|Sebbot]] wiederhergestellt",149091,"Tomáš Garrigue Masaryk"
567832,"Times",67696077,67696413,"http://de.wikipedia.org/w/index.php?diff=67696413&oldid=67696077","regular",4,4,"2009-12-06T23:55:21Z","Du kennst die Regelungen.",16882,"Michael Jackson"
567834,"Sergius",67218982,67357585,"http://de.wikipedia.org/w/index.php?diff=67357585&oldid=67218982","regular",4,4,"2009-11-28T08:52:02Z","/* Die frühen Jahre */",99906,"Erich von Stroheim"
567836,"Xquenda",54515593,67620189,"http://de.wikipedia.org/w/index.php?diff=67620189&oldid=54515593","regular",4,4,"2009-12-04T22:51:46Z",,2394224,"Sergei Appolinarijewitsch Gerassimow"
567837,"Conny",67488634,67543716,"http://de.wikipedia.org/w/index.php?diff=67543716&oldid=67488634","regular",4,4,"2009-12-02T22:51:58Z","Änderung wurde von www.pot81.de von kleinem Plenum gelesen und folgend gesichtet",45446,"Bologna-Prozess"
567838,"RonaldH",67080786,67081421,"http://de.wikipedia.org/w/index.php?diff=67081421&oldid=67080786","regular",4,4,"2009-11-21T13:11:47Z","linkfix",170659,"Josef Posipal"
567839,"84.142.117.134",58822505,67679954,"http://de.wikipedia.org/w/index.php?diff=67679954&oldid=58822505","regular",4,4,"2009-12-06T16:37:27Z","Buch zu Graphen",521219,"Haus vom Nikolaus"
567861,"JCS",66031621,67315726,"http://de.wikipedia.org/w/index.php?diff=67315726&oldid=66031621","regular",4,4,"2009-11-27T05:52:32Z","linkfix mit [[Project:AutoWikiBrowser|AWB]]",4785415,"Bamei-Tal"
567862,"Wikiwikigreif",66780718,67175010,"http://de.wikipedia.org/w/index.php?diff=67175010&oldid=66780718","regular",4,4,"2009-11-23T17:12:23Z","/* Filmografie */ link",2153147,"Margit Carstensen"
567863,"194.127.138.16",67114305,67334753,"http://de.wikipedia.org/w/index.php?diff=67334753&oldid=67114305","regular",4,4,"2009-11-27T15:13:22Z",,449329,"TARGET2"
567864,"Saginet55",67013906,67025766,"http://de.wikipedia.org/w/index.php?diff=67025766&oldid=67013906","regular",4,4,"2009-11-19T21:25:09Z",,406446,"Opium fürs Volk"
567865,"WissensDürster",66401808,67321660,"http://de.wikipedia.org/w/index.php?diff=67321660&oldid=66401808","regular",4,4,"2009-11-27T09:55:04Z","/* Literatur */ Ambuguity -> Ambiguity",1401359,"Mülleimer-Modell"
567866,"Gepardenforellenfischer",66725131,67403785,"http://de.wikipedia.org/w/index.php?diff=67403785&oldid=66725131","regular",4,4,"2009-11-29T12:53:32Z","Bild ausgetauscht",353812,"Fernmeldeturm Bremen"
567868,"Matthias Süßen",66905774,67114685,"http://de.wikipedia.org/w/index.php?diff=67114685&oldid=66905774","regular",4,4,"2009-11-22T11:28:28Z","/* Teil des Frankenreichs, Christianisierung */",1321372,"Geschichte Ostfrieslands"
567869,"Roland Kutzki",67628972,67635155,"http://de.wikipedia.org/w/index.php?diff=67635155&oldid=67628972","regular",3,5,"2009-12-05T12:47:27Z","Gliederung, erg",1713107,"Mirko Lang"
567910,"Don Magnifico",65249430,67645078,"http://de.wikipedia.org/w/index.php?diff=67645078&oldid=65249430","regular",4,4,"2009-12-05T17:25:52Z","/* Geschichte */Link auf Begriffsklaerungsseite angepasst mit [[Project:AWB]]",4765271,"Landesarbeitsgemeinschaft der kommunalen Migrantenvertretungen NRW"
567911,"JuTa",67462283,67508731,"http://de.wikipedia.org/w/index.php?diff=67508731&oldid=67462283","regular",4,4,"2009-12-01T23:58:36Z","linkfix",4070526,"Noah Kalina"
567912,"W. Edlmeier",67186127,67186195,"http://de.wikipedia.org/w/index.php?diff=67186195&oldid=67186127","regular",4,4,"2009-11-23T21:17:49Z","+Wikilink",4853033,"Dennis Bogner"
567914,"Vodimivado",62904061,67041777,"http://de.wikipedia.org/w/index.php?diff=67041777&oldid=62904061","regular",4,4,"2009-11-20T11:10:15Z",,3692113,"Viller"
567915,"93.209.204.254",66132519,67439633,"http://de.wikipedia.org/w/index.php?diff=67439633&oldid=66132519","vandalism",28,28,"2009-11-30T10:46:09Z","/* Opfer */",47224,"Bewaffneter Konflikt in Kolumbien"
567916,"Jón",67657304,67657370,"http://de.wikipedia.org/w/index.php?diff=67657370&oldid=67657304","vandalism",19,28,"2009-12-05T23:47:01Z","URV+",4935136,"GV Subsilvania Sarnen"
567918,"134.2.190.254",67045266,67045504,"http://de.wikipedia.org/w/index.php?diff=67045504&oldid=67045266","regular",4,4,"2009-11-20T13:09:24Z",,463266,"Gladio"
567919,"217.91.198.165",67157102,67157155,"http://de.wikipedia.org/w/index.php?diff=67157155&oldid=67157102","vandalism",3,3,"2009-11-23T10:19:59Z","/* Rückkehr zu den Zulu */",642286,"Shaka"
567941,"-jkb-",67165280,67244734,"http://de.wikipedia.org/w/index.php?diff=67244734&oldid=67165280","regular",4,4,"2009-11-25T11:10:26Z","Nr statt #, Vorname weg man dutzt hier nicht den Subjekten, Tabelle noch zu breit",4877192,"Lucie Hradecká"
567942,"Uwe Hermann",66376584,67638147,"http://de.wikipedia.org/w/index.php?diff=67638147&oldid=66376584","regular",4,4,"2009-12-05T14:16:13Z",,466997,"Codepoint"
567943,"Sir",62277641,67385508,"http://de.wikipedia.org/w/index.php?diff=67385508&oldid=62277641","regular",4,4,"2009-11-28T21:52:50Z",,1330704,"Alois Schardt"
567944,"Pittimann",67128270,67128329,"http://de.wikipedia.org/w/index.php?diff=67128329&oldid=67128270","regular",4,4,"2009-11-22T16:16:07Z","/* Verbindungen zu den anderen Teilen */ Nämlich",4613473,"Final Destination 4"
567945,"Budelmütze",62240369,67517667,"http://de.wikipedia.org/w/index.php?diff=67517667&oldid=62240369","regular",4,4,"2009-12-02T10:19:21Z",,2315558,"Hans Weinreich"
567946,"M(e)ister Eiskalt",67617821,67617923,"http://de.wikipedia.org/w/index.php?diff=67617923&oldid=67617821","regular",4,4,"2009-12-04T21:37:09Z","/* Handlung */",4932172,"Asterix und der Arvernerschild"
567948,"JuTa",66615089,67273157,"http://de.wikipedia.org/w/index.php?diff=67273157&oldid=66615089","regular",4,4,"2009-11-25T23:10:47Z","linkfix",798774,"Saeima"
567949,"Exfussballer",67085621,67158740,"http://de.wikipedia.org/w/index.php?diff=67158740&oldid=67085621","regular",4,4,"2009-11-23T10:58:45Z","/* {{Anker|Unternehmen Störfang}} Unternehmen Störfang (Juni bis Juli 1942) */",3638867,"Schlacht um Sewastopol 1941–1942"
567970,"IKAl",66897926,67678036,"http://de.wikipedia.org/w/index.php?diff=67678036&oldid=66897926","regular",4,4,"2009-12-06T15:49:38Z","/* Beschreibung */ Bildbeschriftung",360832,"Zypressengewächse"
567971,"Taste1at",67612616,67615135,"http://de.wikipedia.org/w/index.php?diff=67615135&oldid=67612616","regular",4,4,"2009-12-04T20:19:34Z",,93231,"Verordnung (EU)"
567973,"Kmhkmh",67278694,67279540,"http://de.wikipedia.org/w/index.php?diff=67279540&oldid=67278694","regular",4,4,"2009-11-26T08:26:15Z",,4907744,"Yuh Woon-hyung"
567974,"Meister",67366859,67366890,"http://de.wikipedia.org/w/index.php?diff=67366890&oldid=67366859","regular",4,4,"2009-11-28T13:47:41Z","typo",4915677,"San Julián (Santa Cruz)"
567975,"84.177.229.116",61956355,67289258,"http://de.wikipedia.org/w/index.php?diff=67289258&oldid=61956355","regular",3,4,"2009-11-26T13:27:23Z",,3952746,"Human-Lysozym"
567976,"Gentile",65821787,67202734,"http://de.wikipedia.org/w/index.php?diff=67202734&oldid=65821787","regular",4,4,"2009-11-24T10:38:30Z","/* Kritiken */",1337766,"Liebe und Anarchie"
567978,"W.girmes",67657303,67657314,"http://de.wikipedia.org/w/index.php?diff=67657314&oldid=67657303","regular",4,4,"2009-12-05T23:44:22Z","link fixed",80002,"Ziska (Künstlerin)"
567979,"WOBE3333",67482949,67519458,"http://de.wikipedia.org/w/index.php?diff=67519458&oldid=67482949","regular",4,4,"2009-12-02T11:06:29Z","ISBN korr.",2138119,"Gattungszeichen deutscher Eisenbahnwagen"
568060,"80.132.212.229",67222123,67519266,"http://de.wikipedia.org/w/index.php?diff=67519266&oldid=67222123","regular",3,4,"2009-12-02T11:01:45Z","/* ASU */",17535,"Abgasuntersuchung"
568061,"GiordanoBruno",66668499,67399201,"http://de.wikipedia.org/w/index.php?diff=67399201&oldid=66668499","regular",4,4,"2009-11-29T11:25:26Z","Änderungen von [[Special:Contributions/78.49.134.132|78.49.134.132]] ([[User talk:78.49.134.132|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Numbo3-bot|Numbo3-bot]] wiederhergestellt",452013,"Durchgeknallt (1999)"
568063,"84.151.197.110",67067013,67067037,"http://de.wikipedia.org/w/index.php?diff=67067037&oldid=67067013","vandalism",3,4,"2009-11-21T00:09:05Z","/* Ausdehnung */",3215,"München"
568064,"Benatrevqre",67404257,67661387,"http://de.wikipedia.org/w/index.php?diff=67661387&oldid=67404257","regular",4,4,"2009-12-06T05:48:29Z","/* Staatsgebiet */",1482492,"Rechtslage Deutschlands nach 1945"
568066,"Manfi.B.",67402275,67402530,"http://de.wikipedia.org/w/index.php?diff=67402530&oldid=67402275","regular",4,4,"2009-11-29T12:22:06Z",,4917634,"Jüdisches Seminar für Kindergärtnerinnen und Hortnerinnen in Berlin"
568067,"TravenTorsvan",67411714,67430753,"http://de.wikipedia.org/w/index.php?diff=67430753&oldid=67411714","regular",4,4,"2009-11-30T01:35:51Z",,1095885,"Glanegg"
568068,"Steffen 962",63639126,67113263,"http://de.wikipedia.org/w/index.php?diff=67113263&oldid=63639126","regular",4,4,"2009-11-22T10:51:33Z","Darstellung und physikalische Eigenschaften",587365,"Nitroguanidin"
568069,"Labant",67523302,67523338,"http://de.wikipedia.org/w/index.php?diff=67523338&oldid=67523302","regular",4,4,"2009-12-02T12:56:44Z","Kapitel Verkehr und Geschichte neu eingefügt",1305845,"Petuelring"
568092,"Crazy-Chemist",67295273,67295779,"http://de.wikipedia.org/w/index.php?diff=67295779&oldid=67295273","regular",4,4,"2009-11-26T16:18:18Z","erg",4908999,"Tropicamid"
568093,"92.74.155.116",66082525,67395579,"http://de.wikipedia.org/w/index.php?diff=67395579&oldid=66082525","regular",3,4,"2009-11-29T09:27:46Z","/* Zahnformel Schwein */",210763,"Zahnformel"
568094,"Wuschelkopf9",62170440,67095471,"http://de.wikipedia.org/w/index.php?diff=67095471&oldid=62170440","regular",4,4,"2009-11-21T19:47:03Z",,3464850,"Sportdigital.tv"
568095,"KarlUdo",67576367,67692595,"http://de.wikipedia.org/w/index.php?diff=67692595&oldid=67576367","regular",4,4,"2009-12-06T21:37:36Z","Grafik ausgetauscht gegen Keltisch Sprachen.svg",15125,"Keltische Sprachen"
568096,"Settembrini2",67536902,67536934,"http://de.wikipedia.org/w/index.php?diff=67536934&oldid=67536902","regular",4,4,"2009-12-02T19:40:19Z","/* Nachbargemeinden */",213545,"Volkach"
568097,"Dandelo",67261369,67261659,"http://de.wikipedia.org/w/index.php?diff=67261659&oldid=67261369","regular",4,4,"2009-11-25T18:00:27Z","/* Australien und Ozeanien */ typo",4103191,"Liste der Staatsoberhäupter 2009"
568098,"Mharbort",66815076,67434968,"http://de.wikipedia.org/w/index.php?diff=67434968&oldid=66815076","regular",4,4,"2009-11-30T08:15:22Z","Interne Verlinkung auf Expediting eingefügt(Teil des SCM)",68684,"Supply-Chain-Management"
568099,"88.67.117.1",67046302,67046335,"http://de.wikipedia.org/w/index.php?diff=67046335&oldid=67046302","regular",3,4,"2009-11-20T13:32:50Z","/* Solo */",3919181,"Mike Tramp"
568130,"Wodiga",60315722,67049700,"http://de.wikipedia.org/w/index.php?diff=67049700&oldid=60315722","regular",4,4,"2009-11-20T15:14:31Z","Aktualisierung des Sachverhalts",1727721,"Esel-Initiative"
568131,"Parvus7",67000605,67554850,"http://de.wikipedia.org/w/index.php?diff=67554850&oldid=67000605","regular",4,4,"2009-12-03T10:27:50Z","Bryan, Ohio",4316784,"Bryan (Ohio)"
568132,"Moros",66074889,67249416,"http://de.wikipedia.org/w/index.php?diff=67249416&oldid=66074889","regular",4,4,"2009-11-25T13:13:13Z",,2621021,"Ludwieg-Rohr"
568133,"79.214.205.209",67325930,67667370,"http://de.wikipedia.org/w/index.php?diff=67667370&oldid=67325930","vandalism",25,25,"2009-12-06T11:25:29Z",,19577,"Boulevard (Medien)"
568134,"Alinea",67409397,67445157,"http://de.wikipedia.org/w/index.php?diff=67445157&oldid=67409397","regular",4,4,"2009-11-30T13:23:05Z","/* Ostpolitik und Völkerverständigung */ erg.",76186,"Marion Gräfin Dönhoff"
568135,"Erik Warmelink",67525719,67534366,"http://de.wikipedia.org/w/index.php?diff=67534366&oldid=67525719","regular",4,4,"2009-12-02T18:34:36Z","/* Weblinks */ == Einzelnachweise == <references />",836244,"Ostseeflughafen Stralsund-Barth"
568137,"Hellsepp",63757632,67655717,"http://de.wikipedia.org/w/index.php?diff=67655717&oldid=63757632","regular",4,4,"2009-12-05T22:47:51Z",,563374,"Kloster Maria Eck"
568139,"93.104.23.7",67496919,67533253,"http://de.wikipedia.org/w/index.php?diff=67533253&oldid=67496919","regular",4,4,"2009-12-02T18:02:20Z",,340867,"OMON"
568180,"MB-one",62476631,67668260,"http://de.wikipedia.org/w/index.php?diff=67668260&oldid=62476631","regular",4,4,"2009-12-06T11:52:29Z",,1708387,"Pacific Palisades"
568181,"80.144.223.117",67078623,67083457,"http://de.wikipedia.org/w/index.php?diff=67083457&oldid=67078623","regular",4,4,"2009-11-21T14:11:31Z",,4115184,"Lucas Barrios"
568182,"217.83.77.180",67190707,67190735,"http://de.wikipedia.org/w/index.php?diff=67190735&oldid=67190707","regular",3,4,"2009-11-23T23:04:49Z",,970655,"Villar Pellice"
568183,"85.178.215.85",67300326,67300354,"http://de.wikipedia.org/w/index.php?diff=67300354&oldid=67300326","regular",4,4,"2009-11-26T17:57:19Z",,30725,"Pilatusbahn"
568184,"134.102.207.155",59503775,67516099,"http://de.wikipedia.org/w/index.php?diff=67516099&oldid=59503775","vandalism",3,5,"2009-12-02T09:33:08Z",,584310,"Galoisverbindung"
568187,"Chtrede",67596818,67597083,"http://de.wikipedia.org/w/index.php?diff=67597083&oldid=67596818","regular",4,4,"2009-12-04T11:17:10Z","/* Region: Erongo */",4919758,"Parlamentswahlen in Namibia 2009/Wahlkreise"
568188,"Stuttgart1950",67266723,67266819,"http://de.wikipedia.org/w/index.php?diff=67266819&oldid=67266723","regular",4,4,"2009-11-25T20:19:30Z","/* Diakonie und Klimaschutz */",494269,"Johannes Friedrich"
568189,"Generaldirektor",64420544,67333570,"http://de.wikipedia.org/w/index.php?diff=67333570&oldid=64420544","regular",4,4,"2009-11-27T14:42:33Z","/* Fahrzeuge */",1140022,"DB Regio RheinNeckar"
568290,"Complex",67201658,67201663,"http://de.wikipedia.org/w/index.php?diff=67201663&oldid=67201658","regular",4,4,"2009-11-24T10:05:01Z","Änderungen von [[Special:Contributions/88.77.35.204|88.77.35.204]] ([[User talk:88.77.35.204|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Deadbot|Deadbot]] wiederhergestellt",6796,"1809"
568291,"Denkfabrik",67208361,67210629,"http://de.wikipedia.org/w/index.php?diff=67210629&oldid=67208361","regular",4,4,"2009-11-24T14:09:49Z",,4905022,"Sonderprüfung (Aktienrecht)"
568292,"Fmrauch",66636766,67569666,"http://de.wikipedia.org/w/index.php?diff=67569666&oldid=66636766","regular",4,4,"2009-12-03T16:29:45Z","Einleitung - das allgemeine gehört an den Anfang",1295,"Exponentialfunktion"
568293,"Rauenstein",67154771,67172948,"http://de.wikipedia.org/w/index.php?diff=67172948&oldid=67154771","regular",4,4,"2009-11-23T16:38:01Z",,4901668,"Saint-Benoît (Réunion)"
568294,"87.166.27.254",67160140,67501787,"http://de.wikipedia.org/w/index.php?diff=67501787&oldid=67160140","regular",4,4,"2009-12-01T20:44:12Z",,804474,"Anton Schlüter München"
568296,"Volunteer",66239375,67280168,"http://de.wikipedia.org/w/index.php?diff=67280168&oldid=66239375","regular",4,4,"2009-11-26T08:52:43Z","/* Historisches */ +[[La fémis]]",538246,"Filmhochschule"
568297,"TheK",67424616,67425504,"http://de.wikipedia.org/w/index.php?diff=67425504&oldid=67424616","regular",4,4,"2009-11-29T21:40:58Z","damit steht der Link dann links unten ;)",4919134,"Manly Yacht Club"
568298,"89.246.13.114",66498146,67170001,"http://de.wikipedia.org/w/index.php?diff=67170001&oldid=66498146","regular",3,4,"2009-11-23T15:35:35Z",,88115,"Palatin (Rom)"
568320,"WortWusel",66440804,67193260,"http://de.wikipedia.org/w/index.php?diff=67193260&oldid=66440804","regular",4,4,"2009-11-24T01:44:28Z","WP:DAT",433214,"Alexander von Falkenhausen (General)"
568321,"Fecchi",67282198,67282210,"http://de.wikipedia.org/w/index.php?diff=67282210&oldid=67282198","regular",4,4,"2009-11-26T09:58:20Z","Änderungen von [[Special:Contributions/91.5.120.91|91.5.120.91]] ([[User talk:91.5.120.91|Diskussion]]) rückgängig gemacht und letzte Version von [[User:Peter200|Peter200]] wiederhergestellt",3050364,"Armut"
568322,"88.134.15.123",66826533,67183753,"http://de.wikipedia.org/w/index.php?diff=67183753&oldid=66826533","regular",4,4,"2009-11-23T20:29:25Z","Link eingefügt",565554,"Martin Stadtfeld"
568323,"Graphikus",64435350,67299693,"http://de.wikipedia.org/w/index.php?diff=67299693&oldid=64435350","regular",4,4,"2009-11-26T17:36:05Z","pd + df korr, +kat",3578843,"Ashbel P. Willard"
568324,"TUBS",67153653,67153687,"http://de.wikipedia.org/w/index.php?diff=67153687&oldid=67153653","regular",4,4,"2009-11-23T08:40:43Z","/* Bataillone im Territorialheer */",4195750,"Liste der Jägerverbände der Bundeswehr"
568325,"Fingalo",67248955,67264235,"http://de.wikipedia.org/w/index.php?diff=67264235&oldid=67248955","regular",4,4,"2009-11-25T19:05:59Z","/* Weblinks */",38365,"Codex Hammurapi"
568327,"Eingangskontrolle",66354321,67376063,"http://de.wikipedia.org/w/index.php?diff=67376063&oldid=66354321","regular",4,4,"2009-11-28T17:37:10Z",,5543,"Western"
568328,"84.132.218.212",67277981,67280111,"http://de.wikipedia.org/w/index.php?diff=67280111&oldid=67277981","vandalism",28,28,"2009-11-26T08:50:18Z","/* Geschichte */",11627,"Advent"
568350,"KilianPaulUlrich",66249518,67045694,"http://de.wikipedia.org/w/index.php?diff=67045694&oldid=66249518","regular",4,4,"2009-11-20T13:15:01Z","+ Literatur",4036769,"Bahnhof Dresden-Friedrichstadt"
568352,"Steinbeisser",67669122,67669218,"http://de.wikipedia.org/w/index.php?diff=67669218&oldid=67669122","regular",4,4,"2009-12-06T12:21:09Z","/* Feldheer */",2945877,"Liste der Panzerverbände der Bundeswehr"
568353,"Bwag",67268281,67271081,"http://de.wikipedia.org/w/index.php?diff=67271081&oldid=67268281","regular",4,4,"2009-11-25T22:01:28Z","bild",4909162,"Karel Hoffmann (Musiker)"
568354,"88.68.177.3",66100175,67302764,"http://de.wikipedia.org/w/index.php?diff=67302764&oldid=66100175","regular",4,4,"2009-11-26T19:09:36Z","bedeutendsten ->wichtigsten",11931,"Arthur Schnitzler"
568355,"87.180.23.189",67233077,67602593,"http://de.wikipedia.org/w/index.php?diff=67602593&oldid=67233077","regular",4,4,"2009-12-04T13:52:23Z",,319128,"LV"
568357,"Seppalot13",67199167,67439506,"http://de.wikipedia.org/w/index.php?diff=67439506&oldid=67199167","regular",4,4,"2009-11-30T10:42:28Z","/* Seit 2008: Aktuelle Entwicklung */ aktualisiert",124104,"1. FC Union Berlin"
568358,"Grindinger",67453380,67453467,"http://de.wikipedia.org/w/index.php?diff=67453467&oldid=67453380","regular",4,4,"2009-11-30T16:45:01Z","Änderungen von [[Special:Contributions/84.129.167.142|84.129.167.142]] ([[User talk:84.129.167.142|Diskussion]]) rückgängig gemacht und letzte Version von [[User:90.186.162.247|90.186.162.247]] wiederhergestellt",12208,"Elbhochwasser 2002"
568359,"80.64.187.82",66044861,67067830,"http://de.wikipedia.org/w/index.php?diff=67067830&oldid=66044861","regular",4,4,"2009-11-21T01:05:12Z","Wiki-Link zu anderen MI x-Bezeichnungen ergänzt",178818,"MI"
568380,"9xl",67161101,67629082,"http://de.wikipedia.org/w/index.php?diff=67629082&oldid=67161101","regular",4,4,"2009-12-05T10:20:47Z","Wikisource",18424,"Duderstadt"
568382,"212.144.67.8",66896281,67623097,"http://de.wikipedia.org/w/index.php?diff=67623097&oldid=66896281","regular",4,4,"2009-12-05T01:07:22Z","/* Bedeutung */",1217329,"Landesstraße 331"
568383,"Ĝù",65841775,67447666,"http://de.wikipedia.org/w/index.php?diff=67447666&oldid=65841775","regular",4,4,"2009-11-30T14:24:06Z","/* Verkehr und Wirtschaft */ +wikilinks",171002,"Rueil-Malmaison"
568384,"Andim",67198662,67226658,"http://de.wikipedia.org/w/index.php?diff=67226658&oldid=67198662","regular",4,4,"2009-11-24T20:26:43Z","Typo",4904372,"Robert Karplus"
