"editid","editor","oldrevisionid","newrevisionid","diffurl","class","annotators","totalannotators","edittime","editcomment","articleid","articletitle"
615435,"79.108.62.169",42154756,42154794,"http://es.wikipedia.org/w/index.php?diff=42154794&oldid=42154756","vandalism",1,1,"2010-11-29T17:32:51Z",,15356,"Ferrocarril"
615436,"189.181.180.198",41732088,41732238,"http://es.wikipedia.org/w/index.php?diff=41732238&oldid=41732088","regular",1,1,"2010-11-12T14:49:39Z","/* Noviembre */",14468,"1519"
615437,"201.222.209.57",41483680,41822850,"http://es.wikipedia.org/w/index.php?diff=41822850&oldid=41483680","regular",1,1,"2010-11-16T11:57:01Z",,448892,"Carlos Fitz-James Stuart y Martínez de Irujo"
615438,"200.87.9.34",41823677,41823691,"http://es.wikipedia.org/w/index.php?diff=41823691&oldid=41823677","regular",1,1,"2010-11-16T13:04:39Z",,531261,"Universitario de Sucre"
615439,"190.136.73.183",41803910,41803979,"http://es.wikipedia.org/w/index.php?diff=41803979&oldid=41803910","regular",1,1,"2010-11-15T16:28:01Z",,781908,"Marasmo"
615440,"AldanaN",41724729,41823579,"http://es.wikipedia.org/w/index.php?diff=41823579&oldid=41724729","regular",1,1,"2010-11-16T12:56:24Z","/* Enlaces externos */ enlace inexistente",1455613,"Crítica de la Argentina"
615441,"Foundling",42154081,42154253,"http://es.wikipedia.org/w/index.php?diff=42154253&oldid=42154081","regular",1,1,"2010-11-29T17:10:02Z","Revertidos los cambios de [[Special:Contributions/201.245.252.220|201.245.252.220]] ([[User talk:201.245.252.220|disc.]]) a la última edición de Jorge c2010",1142501,"Nombre"
615442,"200.76.76.7",36192104,42177092,"http://es.wikipedia.org/w/index.php?diff=42177092&oldid=36192104","regular",1,1,"2010-11-30T16:10:15Z",,2597284,"Perifoneo"
615443,"Manuel González Olaechea y Franco",41986893,42182012,"http://es.wikipedia.org/w/index.php?diff=42182012&oldid=41986893","regular",1,1,"2010-11-30T19:32:26Z",,380145,"Yonhy Lescano Ancieta"
615444,"Diego HC",42153768,42153771,"http://es.wikipedia.org/w/index.php?diff=42153771&oldid=42153768","regular",1,1,"2010-11-29T16:44:22Z","/* Enlaces externos */",4251654,"TC Pista"
615445,"Wikisilki",41730441,41730535,"http://es.wikipedia.org/w/index.php?diff=41730535&oldid=41730441","regular",1,1,"2010-11-12T13:11:28Z","retiro mención a campaña promovida por un bloguero",1102679,"Gadget"
615446,"88.25.249.197",41464772,41735100,"http://es.wikipedia.org/w/index.php?diff=41735100&oldid=41464772","regular",1,1,"2010-11-12T17:13:30Z",,94575,"Intel Celeron"
615447,"89.141.91.21",42204582,42223220,"http://es.wikipedia.org/w/index.php?diff=42223220&oldid=42204582","regular",1,1,"2010-12-02T14:05:32Z",,60525,"Pubertad"
615448,"213.98.186.125",41783509,41802544,"http://es.wikipedia.org/w/index.php?diff=41802544&oldid=41783509","regular",1,1,"2010-11-15T15:20:10Z",,2282025,"Jordi Dauder"
615449,"Ernestogon",41827292,41827312,"http://es.wikipedia.org/w/index.php?diff=41827312&oldid=41827292","regular",1,1,"2010-11-16T16:37:46Z",,258908,"Salón de la Fama del Rock"
615450,"-jem-",42195697,42195876,"http://es.wikipedia.org/w/index.php?diff=42195876&oldid=42195697","regular",1,1,"2010-12-01T10:29:32Z","Revertidos los cambios de [[Special:Contributions/Tousjewelry|Tousjewelry]] ([[User talk:Tousjewelry|disc.]]) a la última edición de -jem-",2772868,"Tous (joyería)"
615451,"87.222.132.149",40450685,41823703,"http://es.wikipedia.org/w/index.php?diff=41823703&oldid=40450685","regular",1,1,"2010-11-16T13:05:48Z","/* El edificio */",194428,"Estación del Norte (Valencia)"
615452,"88.27.96.107",41942455,42231407,"http://es.wikipedia.org/w/index.php?diff=42231407&oldid=41942455","vandalism",1,1,"2010-12-02T20:08:25Z",,9784,"Horno de microondas"
615453,"Stm17",42178577,42178918,"http://es.wikipedia.org/w/index.php?diff=42178918&oldid=42178577","regular",1,1,"2010-11-30T17:31:26Z","cambio de alcalde",471653,"Villalón de Campos"
615454,"Jdcg152000",41734884,41734897,"http://es.wikipedia.org/w/index.php?diff=41734897&oldid=41734884","vandalism",1,1,"2010-11-12T17:01:47Z","/* Series transmitidas */",389441,"Nickelodeon Latinoamérica"
615455,"83.43.146.63",33340780,41803186,"http://es.wikipedia.org/w/index.php?diff=41803186&oldid=33340780","regular",1,1,"2010-11-15T15:50:44Z",,259606,"Sheol"
615456,"ANESTRELLA",42196704,42197111,"http://es.wikipedia.org/w/index.php?diff=42197111&oldid=42196704","regular",1,1,"2010-12-01T12:13:40Z","/* Clima */",5671,"Provincia de Almería"
615457,"79.148.51.215",42224665,42225113,"http://es.wikipedia.org/w/index.php?diff=42225113&oldid=42224665","regular",1,1,"2010-12-02T15:44:24Z","/* Concursantes */",351882,"Gran Hermano (España)"
615458,"Mecamático",41734336,41734604,"http://es.wikipedia.org/w/index.php?diff=41734604&oldid=41734336","regular",1,1,"2010-11-12T16:47:50Z","Revertir 11 cambios de [[Special:Contributions/190.24.169.234|190.24.169.234]] a la última edición de ArthurBot",804936,"Sotará (Cauca)"
615459,"200.83.94.117",33711122,42180756,"http://es.wikipedia.org/w/index.php?diff=42180756&oldid=33711122","vandalism",1,1,"2010-11-30T18:48:19Z","/* Véase también */",105847,"Hepatitis fulminante"
615460,"Miss Manzana",42181168,42181219,"http://es.wikipedia.org/w/index.php?diff=42181219&oldid=42181168","regular",1,1,"2010-11-30T19:04:06Z","/* La oposición a la sociobiología y la psicología evolucionista */",29697,"Stephen Jay Gould"
615461,"190.74.85.174",42099448,42175970,"http://es.wikipedia.org/w/index.php?diff=42175970&oldid=42099448","regular",1,1,"2010-11-30T15:12:45Z","/* Nihilismo y la muerte de Dios */",2029,"Friedrich Nietzsche"
615462,"Mecamático",41731008,41732319,"http://es.wikipedia.org/w/index.php?diff=41732319&oldid=41731008","regular",1,1,"2010-11-12T14:54:09Z","Revertidos los cambios de [[Special:Contributions/190.34.212.138|190.34.212.138]] a la última edición de PatruBOT",2657797,"Halo: Reach"
615463,"Manuel González Olaechea y Franco",42034763,42206140,"http://es.wikipedia.org/w/index.php?diff=42206140&oldid=42034763","regular",1,1,"2010-12-01T19:20:42Z",,3055913,"Nemesio Vargas Valdivieso"
615464,"190.145.100.186",39979111,42210287,"http://es.wikipedia.org/w/index.php?diff=42210287&oldid=39979111","regular",1,1,"2010-12-01T22:11:19Z","/* Enlaces externos */",247953,"Vanguardia Liberal"
615465,"Lecuona",41721374,41827114,"http://es.wikipedia.org/w/index.php?diff=41827114&oldid=41721374","regular",1,1,"2010-11-16T16:28:49Z",,10239,"Esteban I de Hungría"
615466,"Urdangaray",40523066,41798985,"http://es.wikipedia.org/w/index.php?diff=41798985&oldid=40523066","regular",1,1,"2010-11-15T11:09:42Z",,1577550,"Península de Guida"
615467,"Iveránn",41771680,42180591,"http://es.wikipedia.org/w/index.php?diff=42180591&oldid=41771680","regular",1,1,"2010-11-30T18:41:56Z",,4395091,"The E.N.D."
615468,"Jmsolerb",41825688,41825712,"http://es.wikipedia.org/w/index.php?diff=41825712&oldid=41825688","regular",1,1,"2010-11-16T15:17:27Z",,1773464,"Municipal de Montilivi"
615469,"Mpeinadopa",42198239,42198376,"http://es.wikipedia.org/w/index.php?diff=42198376&oldid=42198239","regular",1,1,"2010-12-01T13:52:38Z","Revertido a la revisión 41553210 hecha por [[Special:Contributions/Mdelgado|Mdelgado]]; vandalismo. ([[w:es:WP:TW|TW]])",139270,"Mar de Aral"
615470,"Danigarciamart",40931796,42208570,"http://es.wikipedia.org/w/index.php?diff=42208570&oldid=40931796","regular",1,1,"2010-12-01T20:58:20Z",,2067407,"Drew Brees"
615471,"190.51.63.172",41823284,41823401,"http://es.wikipedia.org/w/index.php?diff=41823401&oldid=41823284","vandalism",1,1,"2010-11-16T12:42:07Z",,138298,"Juan Román Riquelme"
615472,"Hprmedina",41734618,41734990,"http://es.wikipedia.org/w/index.php?diff=41734990&oldid=41734618","regular",1,1,"2010-11-12T17:07:51Z","Revertidos los cambios de [[Special:Contributions/186.80.171.83|186.80.171.83]] a la última edición de 190.66.138.134",4217937,"Protagonistas de nuestra tele"
615473,"85.137.190.74",42143231,42182006,"http://es.wikipedia.org/w/index.php?diff=42182006&oldid=42143231","regular",1,1,"2010-11-30T19:32:05Z","/* Enlaces externos */",326090,"Florencia Bertotti"
615474,"200.72.14.226",41463667,41825267,"http://es.wikipedia.org/w/index.php?diff=41825267&oldid=41463667","regular",1,1,"2010-11-16T14:55:46Z","/* Discografía */",721987,"Katherine Orellana"
615475,"Sygma",42128249,42206484,"http://es.wikipedia.org/w/index.php?diff=42206484&oldid=42128249","regular",1,1,"2010-12-01T19:34:55Z","/* Modelos de Britannia */",1141636,"Knightmare Frame"
615476,"Lisije",41721480,41799321,"http://es.wikipedia.org/w/index.php?diff=41799321&oldid=41721480","regular",1,1,"2010-11-15T11:37:26Z","/* Los Illuminati en la Actualidad */",164624,"Iluminados de Baviera"
615477,"201.246.180.212",41566641,42210125,"http://es.wikipedia.org/w/index.php?diff=42210125&oldid=41566641","regular",1,1,"2010-12-01T22:04:41Z","/* Lista de canciones */",2346080,"Down to Earth (álbum de Alexis & Fido)"
615478,"Diádoco",40768365,41804658,"http://es.wikipedia.org/w/index.php?diff=41804658&oldid=40768365","regular",1,1,"2010-11-15T16:57:47Z",,4231565,"Kugelis"
615479,"79.108.40.123",41682754,41733148,"http://es.wikipedia.org/w/index.php?diff=41733148&oldid=41682754","regular",1,1,"2010-11-12T15:37:52Z","/* Filmografía */",1045919,"David Yates"
615480,"Alfredito2010",42045474,42199698,"http://es.wikipedia.org/w/index.php?diff=42199698&oldid=42045474","regular",1,1,"2010-12-01T14:57:28Z","/* Biografía */",3095244,"Miguel Piñera"
615481,"88.14.60.63",41722147,41733670,"http://es.wikipedia.org/w/index.php?diff=41733670&oldid=41722147","regular",1,1,"2010-11-12T16:00:41Z","/* Plantilla 2010-2011 */",120489,"Club Baloncesto Málaga"
615482,"66.98.31.27",42194279,42228824,"http://es.wikipedia.org/w/index.php?diff=42228824&oldid=42194279","vandalism",1,1,"2010-12-02T18:28:05Z",,114216,"Joaquín Balaguer"
615483,"190.228.228.126",41538349,41730694,"http://es.wikipedia.org/w/index.php?diff=41730694&oldid=41538349","vandalism",1,1,"2010-11-12T13:20:52Z",,16461,"Descomposición de la luz blanca"
615484,"Eduardosalg",42180578,42181764,"http://es.wikipedia.org/w/index.php?diff=42181764&oldid=42180578","regular",1,1,"2010-11-30T19:25:01Z","Revertidos los cambios de [[Special:Contributions/Andres araya rojas|Andres araya rojas]] ([[User talk:Andres araya rojas|disc.]]) a la última edición de 190.20.24.200",639837,"Corazón de María (telenovela)"
615485,"189.133.8.58",42116051,42182120,"http://es.wikipedia.org/w/index.php?diff=42182120&oldid=42116051","regular",1,1,"2010-11-30T19:37:15Z",,1016909,"Contacto sangriento"
615486,"83.32.53.171",42115550,42180833,"http://es.wikipedia.org/w/index.php?diff=42180833&oldid=42115550","vandalism",1,1,"2010-11-30T18:51:32Z","/* Fallecimientos */",5182,"1995"
615487,"Alonso de Mendoza",41809900,41823190,"http://es.wikipedia.org/w/index.php?diff=41823190&oldid=41809900","regular",1,1,"2010-11-16T12:25:23Z",,233455,"Wolf Vostell"
615488,"Josecamayo",42228236,42228281,"http://es.wikipedia.org/w/index.php?diff=42228281&oldid=42228236","regular",1,1,"2010-12-02T18:07:52Z",,235396,"Distrito de Santo Domingo de Acobamba"
615489,"Paganel",41172047,42210062,"http://es.wikipedia.org/w/index.php?diff=42210062&oldid=41172047","regular",1,1,"2010-12-01T22:01:37Z",,2447741,"Monasterio de Gelati"
615490,"87.220.183.84",41827048,41827065,"http://es.wikipedia.org/w/index.php?diff=41827065&oldid=41827048","regular",1,1,"2010-11-16T16:26:57Z","/* Síndrome de Lima */",33334,"Síndrome de Estocolmo"
615491,"Xvazquez",41733184,41734598,"http://es.wikipedia.org/w/index.php?diff=41734598&oldid=41733184","regular",1,1,"2010-11-12T16:47:33Z","Revertidos los cambios de [[User:187.158.142.97|187.158.142.97]] a la última edición de [[User:Mansoncc|Mansoncc]] usando [[w:es:User:Axxgreazz/Monobook-Suite|monobook-suite]]",70548,"Mantis religiosa"
615492,"148.244.151.226",42146660,42155733,"http://es.wikipedia.org/w/index.php?diff=42155733&oldid=42146660","regular",1,1,"2010-11-29T18:15:04Z",,336963,"Francisco Fonseca"
615493,"200.43.205.116",42196795,42197356,"http://es.wikipedia.org/w/index.php?diff=42197356&oldid=42196795","vandalism",1,1,"2010-12-01T12:34:57Z","/* Argentina: Hillary Clinton indagó en la salud mental de la presidenta Kirchner */",1786960,"WikiLeaks"
615494,"88.17.46.71",41412434,41831746,"http://es.wikipedia.org/w/index.php?diff=41831746&oldid=41412434","regular",1,1,"2010-11-16T19:52:45Z",,245499,"Puebla de Segur"
615495,"88.29.11.71",42111969,42221213,"http://es.wikipedia.org/w/index.php?diff=42221213&oldid=42111969","regular",1,1,"2010-12-02T11:52:26Z","/* Bibliografía adicional */",43032,"Vampiro"
615496,"85.60.254.216",41799351,41799385,"http://es.wikipedia.org/w/index.php?diff=41799385&oldid=41799351","regular",1,1,"2010-11-15T11:41:54Z",,234146,"Rayos catódicos"
615497,"Josema1994",42226145,42226166,"http://es.wikipedia.org/w/index.php?diff=42226166&oldid=42226145","regular",1,1,"2010-12-02T16:35:17Z","/* El libro antiguo */",21933,"Libro"
615498,"190.142.201.127",42226600,42226617,"http://es.wikipedia.org/w/index.php?diff=42226617&oldid=42226600","regular",1,1,"2010-12-02T16:58:39Z","/* Copa Mundial de Fútbol de 2030 */",140820,"Elección de la sede de la Copa Mundial de Fútbol"
615499,"Tsuba",40803006,41803902,"http://es.wikipedia.org/w/index.php?diff=41803902&oldid=40803006","regular",1,1,"2010-11-15T16:24:02Z",,1831348,"Deutsche Telekom"
615500,"Pedro Felipe",42091327,42209153,"http://es.wikipedia.org/w/index.php?diff=42209153&oldid=42091327","regular",1,1,"2010-12-01T21:21:57Z","/* Personajes principales */",30985,"El rey Lear"
615501,"Navas74",42106407,42155828,"http://es.wikipedia.org/w/index.php?diff=42155828&oldid=42106407","vandalism",1,1,"2010-11-29T18:19:01Z",,18210,"Emoticono"
615502,"201.160.100.67",41700748,42210648,"http://es.wikipedia.org/w/index.php?diff=42210648&oldid=41700748","regular",1,1,"2010-12-01T22:26:49Z",,3571977,"San Felipe Jalapa de Díaz (municipio)"
615503,"Miss Manzana",42177315,42199521,"http://es.wikipedia.org/w/index.php?diff=42199521&oldid=42177315","regular",1,1,"2010-12-01T14:50:30Z","/* Historia y grabación */",1185213,"Killer Queen"
615504,"Rodelar",38722372,42210622,"http://es.wikipedia.org/w/index.php?diff=42210622&oldid=38722372","regular",1,1,"2010-12-01T22:26:03Z",,536634,"Cáparra"
615505,"87.223.102.135",41298488,41731333,"http://es.wikipedia.org/w/index.php?diff=41731333&oldid=41298488","regular",1,1,"2010-11-12T13:58:10Z",,178711,"Camuñas"
615506,"83.57.244.152",42207773,42207809,"http://es.wikipedia.org/w/index.php?diff=42207809&oldid=42207773","regular",1,1,"2010-12-01T20:26:13Z",,121207,"TV3"
615507,"Armando-Martin",41799411,41804959,"http://es.wikipedia.org/w/index.php?diff=41804959&oldid=41799411","regular",1,1,"2010-11-15T17:13:18Z","interwikis",1011000,"Acero corrugado"
615508,"186.56.154.145",41484992,41734881,"http://es.wikipedia.org/w/index.php?diff=41734881&oldid=41484992","regular",1,1,"2010-11-12T17:00:53Z",,2453217,"Tiffany Thornton"
615509,"200.1.20.246",42129250,42196902,"http://es.wikipedia.org/w/index.php?diff=42196902&oldid=42129250","regular",1,1,"2010-12-01T11:57:54Z","/* Relación con la densidad de corriente */",437355,"Potencial vector magnético"
615510,"Mpeinadopa",42198356,42198362,"http://es.wikipedia.org/w/index.php?diff=42198362&oldid=42198356","regular",1,1,"2010-12-01T13:51:43Z","Revertidas 4 ediciones por [[Special:Contributions/200.104.205.87|200.104.205.87]] identificadas como [[WP:VAND|vandalismo]] a la última revisión por [[User:Penarc|Penarc]]. ([[w:es:WP:TW|TW]])",84456,"Desertificación"
615511,"200.104.112.159",41708861,41731147,"http://es.wikipedia.org/w/index.php?diff=41731147&oldid=41708861","regular",1,1,"2010-11-12T13:50:08Z","/* Gobierno y Administración */",56603,"Región del Biobío"
615512,"83.52.126.213",42223291,42223326,"http://es.wikipedia.org/w/index.php?diff=42223326&oldid=42223291","regular",1,1,"2010-12-02T14:13:06Z",,119792,"Alberto II de Mónaco"
615513,"84.232.14.143",41838234,42179457,"http://es.wikipedia.org/w/index.php?diff=42179457&oldid=41838234","regular",1,1,"2010-11-30T17:53:22Z",,87021,"Elfen Lied"
615514,"Arenillas",41799458,41805150,"http://es.wikipedia.org/w/index.php?diff=41805150&oldid=41799458","regular",1,1,"2010-11-15T17:23:03Z",,4243437,"Tutela (diosa)"
615515,"Felipealvarez",37965084,41730233,"http://es.wikipedia.org/w/index.php?diff=41730233&oldid=37965084","regular",1,1,"2010-11-12T12:56:43Z",,498916,"Nosotros, los valencianos"
615516,"Manuel González Olaechea y Franco",41881921,42181204,"http://es.wikipedia.org/w/index.php?diff=42181204&oldid=41881921","regular",1,1,"2010-11-30T19:03:40Z",,241374,"Jorge del Castillo"
615517,"Nachojr99",42199401,42199610,"http://es.wikipedia.org/w/index.php?diff=42199610&oldid=42199401","regular",1,1,"2010-12-01T14:53:33Z","/* Hardware */ Enlace Roto",364001,"Wii"
615518,"Savh",42155665,42155716,"http://es.wikipedia.org/w/index.php?diff=42155716&oldid=42155665","regular",1,1,"2010-11-29T18:14:14Z","Revertidos los cambios de [[Special:Contributions/87.235.177.242|87.235.177.242]] ([[User talk:87.235.177.242|disc.]]) a la última edición de 212.183.252.163",55418,"Vangelis"
615519,"213.96.246.175",42197040,42197048,"http://es.wikipedia.org/w/index.php?diff=42197048&oldid=42197040","regular",1,1,"2010-12-01T12:09:17Z","/* Deportes */",2400779,"Finlandia"
615520,"Wikisilki",42179639,42179710,"http://es.wikipedia.org/w/index.php?diff=42179710&oldid=42179639","regular",1,1,"2010-11-30T18:04:27Z","Revertidos los cambios de [[Special:Contributions/81.33.140.106|81.33.140.106]] ([[User talk:81.33.140.106|disc.]]) a la última edición de Wikisilki",48602,"El nombre de la rosa"
615521,"Adrián Hermida",42195165,42198695,"http://es.wikipedia.org/w/index.php?diff=42198695&oldid=42195165","regular",1,1,"2010-12-01T14:10:40Z","algunos enlaces; aterrizaje->apontaje",120547,"Grumman F-14 Tomcat"
615522,"Mpeinadopa",42196878,42196887,"http://es.wikipedia.org/w/index.php?diff=42196887&oldid=42196878","regular",1,1,"2010-12-01T11:56:19Z","Revertido a la revisión 42157208 hecha por [[Special:Contributions/Petronas|Petronas]]. ([[w:es:WP:TW|TW]])",1024796,"Guerra contra el narcotráfico en México"
615523,"84.123.53.99",42196448,42196467,"http://es.wikipedia.org/w/index.php?diff=42196467&oldid=42196448","regular",1,1,"2010-12-01T11:20:46Z",,315723,"La Yesa"
615524,"Albertosm",42153430,42153440,"http://es.wikipedia.org/w/index.php?diff=42153440&oldid=42153430","regular",1,1,"2010-11-29T16:27:27Z","/* Enlaces externos */",1397403,"Pantalla 3D"
615525,"Guimis",39050504,42197616,"http://es.wikipedia.org/w/index.php?diff=42197616&oldid=39050504","regular",1,1,"2010-12-01T12:57:02Z","/* Enlaces externos */",211582,"Gustave Moreau"
615526,"Davidgutierrezalvarez",41726064,41730892,"http://es.wikipedia.org/w/index.php?diff=41730892&oldid=41726064","regular",1,1,"2010-11-12T13:32:46Z","Se wikifica",1473868,"Nido de águilas"
615527,"Archibald Leitch",41805604,41824032,"http://es.wikipedia.org/w/index.php?diff=41824032&oldid=41805604","regular",1,1,"2010-11-16T13:31:01Z","/* Plantilla 2010/11 */",168307,"Chelsea Football Club"
615528,"Montgomery",41820569,41822748,"http://es.wikipedia.org/w/index.php?diff=41822748&oldid=41820569","regular",1,1,"2010-11-16T11:46:43Z","Revertidos los cambios de [[Special:Contributions/213.96.110.246|213.96.110.246]] ([[User talk:213.96.110.246|disc.]]) a la última edición de EmausBot",90278,"Gas de efecto invernadero"
615529,"Pertile",41401006,41823189,"http://es.wikipedia.org/w/index.php?diff=41823189&oldid=41401006","regular",1,1,"2010-11-16T12:25:23Z","reemplazo plantilla por ficha de entidad subnacional",1217589,"Terengganu"
615530,"194.7.161.147",42192659,42209684,"http://es.wikipedia.org/w/index.php?diff=42209684&oldid=42192659","regular",1,1,"2010-12-01T21:46:21Z",,716722,"José Antonio Castro González"
615531,"190.69.225.198",42222792,42222855,"http://es.wikipedia.org/w/index.php?diff=42222855&oldid=42222792","regular",1,1,"2010-12-02T13:45:10Z","/* Premios y Record Guinness */",635075,"TVXQ"
615532,"190.138.131.103",42198251,42209690,"http://es.wikipedia.org/w/index.php?diff=42209690&oldid=42198251","regular",1,1,"2010-12-01T21:46:26Z","/* 7 Secretos con Miranda Cosgrove */",1539813,"ICarly"
615533,"Leonpolanco",42209881,42209887,"http://es.wikipedia.org/w/index.php?diff=42209887&oldid=42209881","regular",1,1,"2010-12-01T21:54:37Z","/* Inmigración de judíos de Europa Oriental */",2300367,"Judíos en Chile"
615534,"True Nekoyasha",42203993,42204003,"http://es.wikipedia.org/w/index.php?diff=42204003&oldid=42203993","regular",1,1,"2010-12-01T17:44:21Z",,4333173,"Major parkinson"
615535,"190.20.52.44",42225872,42225925,"http://es.wikipedia.org/w/index.php?diff=42225925&oldid=42225872","regular",1,1,"2010-12-02T16:24:15Z",,4150644,"Consuelo Holzapfel"
615536,"Diegusjaimes",41778137,42175661,"http://es.wikipedia.org/w/index.php?diff=42175661&oldid=41778137","regular",1,1,"2010-11-30T15:03:40Z","[[:en:WP:CLEANER|WikiCleaner]] 0.99 - Corrigiendo error, ¡[[PR:CEM|Puedes ayudar]]! - [[Africa]]",4305276,"Corriente de Madagascar"
615537,"190.101.121.58",42179259,42179362,"http://es.wikipedia.org/w/index.php?diff=42179362&oldid=42179259","regular",1,1,"2010-11-30T17:49:26Z","/* Versión arrodillada */",3427407,"El espíritu del Éxtasis"
615538,"Whenoby",42228950,42229123,"http://es.wikipedia.org/w/index.php?diff=42229123&oldid=42228950","regular",1,1,"2010-12-02T18:40:21Z","Mucho + ordenado con las presentaciones musicales en el mismo lugar ya que queda mas espacio para escrbir las canciones presentadas y no todas las secciones tienen música en vivo y se pierde espacio",2101306,"Teletón 2010 (Chile)"
615539,"Imaginart",41830971,41830983,"http://es.wikipedia.org/w/index.php?diff=41830983&oldid=41830971","regular",1,1,"2010-11-16T19:21:46Z","/* 2001-2003: Transición musical, Britney y In the Zone */",30447,"Britney Spears"
615540,"81.172.94.90",41617973,41802602,"http://es.wikipedia.org/w/index.php?diff=41802602&oldid=41617973","regular",1,1,"2010-11-15T15:23:35Z","/* Curiosidades */",170024,"Nach"
615541,"81.44.167.204",38386916,42176446,"http://es.wikipedia.org/w/index.php?diff=42176446&oldid=38386916","regular",1,1,"2010-11-30T15:34:56Z",,1102930,"La transfiguración (Rafael)"
615542,"213.60.31.26",41495376,41731191,"http://es.wikipedia.org/w/index.php?diff=41731191&oldid=41495376","regular",1,1,"2010-11-12T13:52:06Z","/* Economía */",813910,"Poyo"
615543,"Botedance",42169410,42199325,"http://es.wikipedia.org/w/index.php?diff=42199325&oldid=42169410","regular",1,1,"2010-12-01T14:42:45Z",,4284177,"Museo Coconut"
615544,"Ialad",41733274,41733802,"http://es.wikipedia.org/w/index.php?diff=41733802&oldid=41733274","regular",1,1,"2010-11-12T16:06:53Z","Revertidos los cambios de [[Special:Contributions/62.82.109.124|62.82.109.124]] ([[User talk:62.82.109.124|disc.]]) a la última edición de Jarlakxen",7607,"11 de noviembre"
615545,"190.139.249.97",41528913,41733953,"http://es.wikipedia.org/w/index.php?diff=41733953&oldid=41528913","regular",1,1,"2010-11-12T16:14:17Z",,431663,"Estadio Gigante de Alberdi"
615546,"190.161.11.198",41236223,41825016,"http://es.wikipedia.org/w/index.php?diff=41825016&oldid=41236223","regular",1,1,"2010-11-16T14:37:54Z",,393696,"Reinaldo Merlo"
615547,"Inefable001",42206136,42206186,"http://es.wikipedia.org/w/index.php?diff=42206186&oldid=42206136","regular",1,1,"2010-12-01T19:22:40Z","/* Otros villanos */",47484,"El Chapulín Colorado"
615548,"Luis1970",32416302,42153597,"http://es.wikipedia.org/w/index.php?diff=42153597&oldid=32416302","regular",1,1,"2010-11-29T16:36:30Z",,1596285,"Colección completa de Crónicas de Rusia"
615549,"Magister Mathematicae",42194774,42225240,"http://es.wikipedia.org/w/index.php?diff=42225240&oldid=42194774","regular",1,1,"2010-12-02T15:50:31Z","removed [[Category:Deporte en Mascate]] using [[Help:Gadget-HotCat|HotCat]]",4329610,"Juegos Asiáticos de Playa de 2010"
615550,"Alfabetagamma",42008829,42221305,"http://es.wikipedia.org/w/index.php?diff=42221305&oldid=42008829","regular",1,1,"2010-12-02T12:01:20Z",,275551,"Isabel de Aragón y Castilla"
615551,"Jorge c2010",36547895,41832003,"http://es.wikipedia.org/w/index.php?diff=41832003&oldid=36547895","regular",1,1,"2010-11-16T20:00:57Z","+",1374622,"Entre Ríos (desambiguación)"
615552,"186.58.130.144",42224643,42224655,"http://es.wikipedia.org/w/index.php?diff=42224655&oldid=42224643","regular",1,1,"2010-12-02T15:20:30Z","/* Final */",143631,"Copa Mundial de Fútbol de 2010"
615553,"Nhriber",42228194,42228397,"http://es.wikipedia.org/w/index.php?diff=42228397&oldid=42228194","regular",1,1,"2010-12-02T18:11:08Z","/* Infancia y juventud */",1702877,"Nelly Láinez"
615554,"41.140.13.219",42127132,42127181,"http://es.wikipedia.org/w/index.php?diff=42127181&oldid=42127132","vandalism",1,1,"2010-11-28T16:51:54Z","/* Enlaces externos */",321841,"Maria Mercè Marçal"
615555,"213.27.248.84",41628188,41804842,"http://es.wikipedia.org/w/index.php?diff=41804842&oldid=41628188","vandalism",1,1,"2010-11-15T17:06:47Z",,808747,"AdWords"
615556,"201.214.220.251",41997459,42179050,"http://es.wikipedia.org/w/index.php?diff=42179050&oldid=41997459","vandalism",1,1,"2010-11-30T17:36:06Z",,136179,"Biodiésel"
615557,"Sevela.p",39388916,41821711,"http://es.wikipedia.org/w/index.php?diff=41821711&oldid=39388916","regular",1,1,"2010-11-16T10:18:49Z","/* Enlaces externos */ + {{Commonscat|Tribhuvan International Airport}}",2034222,"Aeropuerto Internacional de Katmandú"
615558,"Takashi kurita",42221586,42221601,"http://es.wikipedia.org/w/index.php?diff=42221601&oldid=42221586","regular",1,1,"2010-12-02T12:27:47Z","/* Enlaces externos */",4333864,"Armada de los Estados Confederados"
615559,"190.187.109.86",42181203,42181224,"http://es.wikipedia.org/w/index.php?diff=42181224&oldid=42181203","regular",1,1,"2010-11-30T19:04:20Z",,57292,"Jon Voight"
615560,"190.189.82.131",42128195,42231290,"http://es.wikipedia.org/w/index.php?diff=42231290&oldid=42128195","vandalism",1,1,"2010-12-02T20:04:32Z","/* Flujos migratorios */",48504,"Inmigración"
615561,"Enriqueo",41825917,41825928,"http://es.wikipedia.org/w/index.php?diff=41825928&oldid=41825917","regular",1,1,"2010-11-16T15:29:20Z",,374376,"Arbitraje (Derecho)"
615562,"84.121.83.190",42149518,42155388,"http://es.wikipedia.org/w/index.php?diff=42155388&oldid=42149518","regular",1,1,"2010-11-29T17:59:47Z","/* 3ª temporada */",2297525,"Águila Roja"
615563,"Tamorlan",40454963,42228263,"http://es.wikipedia.org/w/index.php?diff=42228263&oldid=40454963","regular",1,1,"2010-12-02T18:07:06Z","imagen",345917,"Vinagreta"
